"","text.X","text.text"
"2671",2671,"Комиссия поддержала два ходатайства южноуральцев о помиловании #chelly #помилование #комиссия http://t.co/yt0N9A9Df0"
"2672",2672,"Дубровский поздравил мам малышей, родившихся в юбилей области #chelly #Борис_Дубровский #роддом http://t.co/3lQcEVZuiD"
"2673",2673,"«Первый областной» разыгрывает билеты на фестиваль единоборств «За Россию!» #chelly #единоборства #кон... http://t.co/haYV9ecAVH"
"2674",2674,"16 арт-объектов украсят Челябинск в течение года #chelly #украшение #Челябинск http://t.co/nxk2oBuGEL"
"2675",2675,"Груженый лесовоз парализовал движение в центре Усть-Катава #chelly #грузовик #застрял http://t.co/lOpEZVPldL"
"2676",2676,"Имя Юревича случайно попало в голливудский блокбастер «Джек Райан: Теория хаоса» #chelly #Юревич #филь... http://t.co/TIxZTyIqoM"
"2677",2677,"Уволенных сотрудников ЗМЗ трудоустраивают на автотранспортное предприятие #chelly #ЗМЗ #трудоустройств... http://t.co/AKsen9mAva"
"2678",2678,"Дубровский доложил Правительству РФ о готовности Челябинской области к Олимпиаде-2014 #chelly #Дубровс... http://t.co/H3ideVhEXr"
"2679",2679,"В Челябинске поймали налетчиков, ограбивших фирму в медицинских масках #chelly #ограбление #маска http://t.co/M9soodfMwt"
"2680",2680,"Борис Дубровский обсудил оперативную обстановку в регионе с силовиками #chelly #Борис_Дубровский #сове... http://t.co/CSwBnMHqpL"
"2681",2681,"Лидеры политический партий Челябинской области выразили поддержку Дубровскому #chelly #партии #поддерж... http://t.co/uTpzwkHek2"
"2682",2682,"В Челябинской области обнаружен кооператив по обналичиванию маткапитала #chelly #материнский_капитал #... http://t.co/WDRUFBaBIP"
"2683",2683,"В Нагайбакском районе из-за пожара эвакуировали 8 жильцов многоквартирного дома #chelly #пожар #эвакуа... http://t.co/Px5BZQLYCr"
"2684",2684,"Эксперты: тандем Дубровский-Комяков должен быть очень эффективен #chelly #Комяков #Дубровский http://t.co/wfWsLybpEM"
"2685",2685,"Полицейский, пострадавший в ДТП с Cadillac, проходит медобследование в Челябинске #chelly #Cadillac #Д... http://t.co/h16nQJcuqv"
"2686",2686,"Автомобилистка, погибшая на М5 в столкновении с грузовиками, получила права месяц назад #chelly #дтп #... http://t.co/d6vQr7kvhO"
"2687",2687,"Сергей Комяков сохранил пост председателя правительства Челябинской области #chelly #Комяков #правител... http://t.co/Yho4CYSZ8Q"
"2688",2688,"))) http://t.co/ASvAXNXbGA"
"2689",2689,"Капитан «Магнитки» признан лучшим нападающим недели в КХЛ #chelly #Мозякин #КХЛ http://t.co/q3ZtyAWMuh"
"2690",2690,"Занятия в челябинских школах проводятся в обычном режиме. Температурная шкала отмены уроков #chelly #п... http://t.co/eFelRMTVRi"
"2691",2691,"Дубровский поручил передать списки сокращенных на ЗМЗ в службу занятости #chelly #сокращение #Златоуст http://t.co/8YkUAJPuaB"
"2692",2692,"В Южноуральске полиция задержала 30-летнего мужчину с 25 граммами героина #chelly #наркотики #Южноурал... http://t.co/6jqM8LbFcI"
"2693",2693,"На трассе М5 Cadillac Escalade врезался в машину полиции #chelly #авария #кадилак http://t.co/XcjcatinPS"
"2694",2694,"Омбудсмен добивается выплаты компенсации женщине-кондуктору, упавшей в троллейбусе #chelly #компенсаци... http://t.co/IsgvrJC0GQ"
"2695",2695,"Сергей Давыдов о «Парковом»: Нарушаются сроки сдачи жилого дома #chelly #Сергей_Давыдов #Парковый http://t.co/uYjZpXHWCM"
"2696",2696,"Жених, изувечивший невесту, получил 2,5 года тюрьмы #chelly #ссора #свадьба http://t.co/KOjCWCOrvw"
"2697",2697,"Вице-губернатор Евгений Редин займется социальной сферой #chelly #Евгений_Редин #обязанности http://t.co/L3IXS5Os88"
"2698",2698,"Администрация Челябинска винит в задержке обновления остановок предпринимателей #chelly #договоры #биз... http://t.co/xKq7DhCy90"
"2699",2699,"Борис Дубровский: Потребуется время, чтобы сформировать собственную позицию #chelly #Борис_Дубровский ... http://t.co/UlsQX40xFa"
"2700",2700,"18-летний парень на Audi Q7 врезался в Mitsubishi: четверо пострадали #chelly #авария #Audi #Mitsubish... http://t.co/VABZoCzog9"
"2701",2701,"Экс-сотрудник прокуратуры признал вину в получении взятки за крышевание игорного бизнеса #chelly #Андр... http://t.co/xyqNMl7YqH"
"2702",2702,"Анастасии Дашко уменьшили срок лишения свободы и штраф #chelly #Анастасия_Дашко #приговор http://t.co/3qWLyGqkvA"
"2703",2703,"Борису Дубровскому представили итоги проверки на ЗМЗ #chelly #Борис_Дубровский #ЗМЗ http://t.co/H48wFENOqD"
"2704",2704,"8-летний мальчик в Саткинском районе мог умереть от энцефалита #chelly #энцефалит #мальчик http://t.co/RzHwToxj3F"
"2705",2705,"Сергей Давыдов поручил срочно очистить тротуары от снега #chelly #Сергей_Давыдов #снег http://t.co/LM2AXihTVZ"
"2706",2706,"В Магнитогорске в машине застрелен местный бизнесмен #chelly #убийство #бизнесмен http://t.co/X6q39i4mPH"
"2707",2707,"Под Бредами в лобовой аварии с «Кразом» погибла пенсионерка #chelly #Краз #авария http://t.co/Vpq2bhePXr"
"2708",2708,"В южных районах объявлено штормовое предупреждение из-за снегопадов и метелей #chelly #шторм #предупре... http://t.co/VQA1d4c0hx"
"2709",2709,"Евгений Редин назначен на пост вице-губернатора Челябинской области #chelly #Евгений_Редин #назначение http://t.co/PYRp2Ewkgb"
"2710",2710,"Старый Челябинск http://t.co/xE9hVZXpB0"
"2711",2711,"Борис Дубровский рассказал о ситуации в Челябинской области и своих планах #chelly #Борис_Дубровский #... http://t.co/1X93u7GUdQ"
"2712",2712,"http://t.co/6HeLoJNvVZ"
"2713",2713,"Авиадебошир, из-за которого в Челябинске экстренно сел самолет, отпущен под подписку о невыезде #chell... http://t.co/MVAZah2SMd"
"2714",2714,"Под Чебаркулем наркоман-поджигатель избил полицейского #chelly #наркоман #поджигатель http://t.co/UJCB17ny3S"
"2715",2715,"Нападающий «Трактора» Евгений Кузнецов: «Этот сезон для меня в КХЛ последний» #chelly #Евгений_Кузнецо... http://t.co/Dz3Ml4IJhg"
"2716",2716,"В Челябинске троллейбус cбил двух пешеходов #chelly #троллейбус #авария http://t.co/cw0YAEirHV"
"2717",2717,"Семью принудительно переселяют из аварийного барака в благоустроенную квартиру #chelly #Чебаркуль #пер... http://t.co/7ehw513UZ5"
"2718",2718,"«Челмет» потерпел поражение в матче «Русской классики» под открытым небом #chelly #РусскаяКлассика #Че... http://t.co/I27G7ug7Q9"
"2719",2719,"Налетчики в масках и с ножом ограбили магазин на 7 тысяч рублей #chelly #ограбление #Коркино http://t.co/hVJkQu0etq"
"2720",2720,"Смотрите сегодня десятую церемонию вручения премии «Светлое прошлое» на сайте 1obl.ru #chelly #Светлое... http://t.co/PQJWg5Vk1Z"
"2721",2721,"прнед: http://t.co/dQ9jypFm0d на @YouTube"
"2722",2722,"Наш хоккей! 28 выпуск от 17.01.2014: http://t.co/WquRi6nENc на @YouTube"
"2723",2723,"Дубли Платонова и Мозякина принесли «Металлургу» победу над «Салаватом Юлаевым» #chelly #Металлург #хо... http://t.co/zPTA9aHNnw"
"2724",2724,"Экипаж ДПС открыл огонь по «шестерке» с пьяным водителем #chelly #стрельба #ДПС http://t.co/R2QvJK7EUE"
"2725",2725,"Авиадебошир, из-за которого в Челябинске экстренно сел самолет, был трезв #chelly #аэропорт #дебош http://t.co/zY6vW8lgxJ"
"2726",2726,"Пенсионер погиб на пожаре из-за короткого замыкания обогревателя #chelly #пожар #Кыштым http://t.co/ZMtaoZwjKv"
"2727",2727,"Смотрите сегодня на сайте 1obl.ru и ОТВ онлайн-трансляцию хоккейной «Русской классики». Болеем за наши... http://t.co/lbw3z5SPML"
"2728",2728,"«Трактор» второй раз в сезоне уступил «Нефтехимику» #chelly #Тракторк #Нефтехимик #счет http://t.co/5RS6kPzqFc"
"2729",2729,"Спортивная неделя! 38 выпуск от 18.01.2014: http://t.co/qwlaRkFj5a на @YouTube"
"2730",2730,"Дела житейские от 18.01.2014: http://t.co/ElfKzeKCmE на @YouTube"
"2731",2731,"В Челябинской области на Крещение организовано 122 купели. Список мест #chelly #крещение #места http://t.co/G0tt6wk1Lf"
"2732",2732,"Трасса М5 частично перекрыта из-за крупного ДТП #chelly #ДТП #М5 http://t.co/CIihFuakQC"
"2733",2733,"«Трактор» VS «Нефтехимик». Текстовая трансляция для читателей 1obl.ru #chelly #Трактор #Нефтехимик #он... http://t.co/jGp4jzVDee"
"2734",2734,"На авиадебошира, из-за которого в Челябинске экстренно сел самолет, завели уголовное дело #chelly #ави... http://t.co/lTvxRQzjwb"
"2735",2735,"В Саткинском районе от бешенства умер 8-летний ребенок #chelly #бешенство #смерть http://t.co/bYZsJnkOJN"
"2736",2736,"Смотрите сегодня на сайте 1obl.ru и ОТВ онлайн-трансляцию матча «Трактор» vs «Нефтехимик». Болеем за н... http://t.co/GAgSqe2OMp"
"2737",2737,"Погоня охранника за няней, укравшей продукты с помощью коляски, попала на видео #chelly #няня #воровст... http://t.co/u51uAo4TwE"
"2738",2738,"Герои премии «Светлое прошлое» выйдут на красную дорожку и дадут автографы #chelly #герои #дорожка http://t.co/PXhgjLY7eI"
"2739",2739,"Тренерский штаб «Трактора» не включил Панова в состав на матч с «Нефтехимиком» #chelly #Панов #Трактор http://t.co/nGr9HGTxZG"
"2740",2740,"В Магнитогорске завершился суд над конвоирами, забывшими заключенного в камере #chelly #конвоиры #суд http://t.co/jHv749c7Xk"
"2741",2741,"В бассейне ЮУрГУ освятят воду в канун Крещения #chelly #крещение #вода http://t.co/ouNbqZqC76"
"2742",2742,"К хоккейной «Русской классике» выпустили комплект теплой одежды для болельщиков #chelly #трактор #русс... http://t.co/DOLR2loKpB"
"2743",2743,"Авиадебошир, из-за которого в Челябинске экстренно сел самолет, доставлен в отдел полиции #chelly #ави... http://t.co/nMGyv2QPOa"
"2744",2744,"В аэропорту Челябинск из-за авиадебошира экстренно сел самолет из Санкт-Петербурга #chelly #дебош #сам... http://t.co/EdWDIFTqbm"
"2745",2745,"Многослойный кофейный напиток (капучино - без кофе машины) . http://t.co/NTQljZtE17"
"2746",2746,"В Златоусте застрелен криминальный авторитет #chelly #Златоуст #убийство http://t.co/ZIuK0wPbRq"
"2747",2747,"Юревич не может принять участие в выборах губернатора Челябинской области #chelly #выборы #Михаил_Юрев... http://t.co/pSkailSLT6"
"2748",2748,"Смертельное ДТП на трассе М5 произошло из-за заноса «Лады» #chelly #ДТП #М5 http://t.co/5z2rdU3u9j"
"2749",2749,"В Челябинске на Крещение запустят святочный автобус #chelly #крещение #автобус http://t.co/F9JGxJVMfJ"
"2750",2750,"Борис Дубровский заверил, что с «Трактором» будет все в порядке #chelly #Борис_Дубровский #Трактор http://t.co/mtwMVQe4wf"
"2751",2751,"Учитель из Кизильского района умерла в классе перед уроком #chelly #умер #преподаватель http://t.co/tCiCmFQofg"
"2752",2752,"На пост исполняющего обязанности гендиректора ОАО «ММК» назначен Павел Шиляев #chelly #ММК #назначение http://t.co/ClnrsKrbCf"
"2753",2753,"Борис Дубровский утвердил первые назначения в правительстве и администрации губернатора #chelly #назна... http://t.co/wqrwm21c93"
"2754",2754,"Владимир Путин поздравил Челябинскую область с 80-летием #chelly #Владимир_Путин #поздравление http://t.co/r5D95XhgHJ"
"2755",2755,"В Челябинской области продлено штормовое предупреждение из-за снегопадов #chelly #шторм #предупреждени... http://t.co/E61887gNUB"
"2756",2756,"Борис Дубровский отметил главного тренера ХК «Трактор» за заслуги перед Челябинской областью #chelly #... http://t.co/QPNsOTTp6o"
"2757",2757,"В Челябинске «по ошибке» зафиксирован новый рекорд России #chelly #Иван_Ухов #чемпион http://t.co/0Ew0YQWITT"
"2758",2758,"На свалке в Магнитогорске найден труп мужчины #chelly #свалка #Магнитогорск http://t.co/aevkwVrVgt"
"2759",2759,"Трасса М5 перекрыта из-за смертельного ДТП с 6 автомобилями #chelly #смерть #трасса http://t.co/dJLHBffyCi"
"2760",2760,"Обнародованы приметы грабителей, похитивших у инкассаторов 2 миллиона рублей #chelly #инкассация #милл... http://t.co/xjNmhs1Y7B"
"2761",2761,"конкурс !!! приз 100 000 руб!!! http://t.co/VeDbeoeRjr http://t.co/NNGigMWYQa"
"2762",2762,"Грабители похитители у инкассаторов 2 миллиона рублей #chelly #инкассация #Магнитогорск http://t.co/P8Co9iV8zo"
"2763",2763,"Водитель оставил умирать сбитую во время погони девушку #chelly #ДТП #смерть http://t.co/OJ3tI4lFIJ"
"2764",2764,"Борис Дубровский поздравил южноуральцев с 80-летием Челябинской области #chelly #область #юбилей http://t.co/pbjCVVp4Gw"
"2765",2765,"В Челябинске разыскивают грабителей, напавших на инкассаторов #chelly #инкассация #нападение http://t.co/asuMh7xOHF"
"2766",2766,"Няня из Челябинска пыталась украсть продукты с помощью детской коляски #chelly #кража #няня http://t.co/B8QykACK9v"
"2767",2767,"В Верхнем Уфалее девочка попала под машину по дороге в школу #chelly #ВерхнийУфалей #ДТП http://t.co/ZZfu23qDy9"
"2768",2768,"В Каслинском районе микроавтобус налетел на припаркованный грузовик: 3 погибли #chelly #смерть #ДТП http://t.co/sr5sJKGIEK"
"2769",2769,"«Металлург» вернул лидерство в Восточной конференции, победив «Нефтехимик» #магнитогорск #металлург #н... http://t.co/O1k2MQRt2h"
"2770",2770,"«Трактор» за один период спас домашний матч с «Салаватом Юлаевым» #chelly #хоккей #Трактор #Салават_Юл... http://t.co/wlYTdmYAQ4"
"2771",2771,"Минздрав: роженица в Коркино погибла от кровотечения за короткое время #chelly #роженица #минздрав http://t.co/fQX0fLpmwB"
"2772",2772,"Члены правительства и вице-губернаторы ушли в отставку по уставу области #chelly #отставка #чиновники http://t.co/UWiJq869Bo"
"2773",2773,"Полиция отказала в возбуждении уголовного дела против охранника-самбиста из супермаркета #chelly #охра... http://t.co/ADqjMMhs3X"
"2774",2774,"«Альфа-Банк» опроверг перевод 10 триллионов на счет челябинца #chelly #Альфа_Банк #Тимур_Фаткуллин http://t.co/YsaBcppiCj"
"2775",2775,"Спасатели сняли со стены 7-го этажа «человека-паука» #chelly #спасатели #многоэтажка http://t.co/Mzofk6G3xI"
"2776",2776,"Полиция нашла пропавший в Чесменском районе табун из 164 лошадей #chelly #пропажа #лошади http://t.co/LGPpO9ySug"
"2777",2777,"Челябинец признался в намерении изобличить Попова с помощью взятки #chelly #Юрий_Полищук #взятка http://t.co/nnM2uBQkQD"
"2778",2778,"Волонтеры спасают ягненка, брошенного жителями поселка Роза #chelly #ягненок #помощь http://t.co/SIH9kjec8i"
"2779",2779,"«Трактор» VS «Салават Юлаев». Текстовая трансляция для читателей 1obl.ru #chelly #трансляция #Трактор ... http://t.co/yipU9x5ot6"
"2780",2780,"В Челябинской области объявлено штормовое предупреждение #chelly #снегопад #дорога http://t.co/RZITS1S8ne"
"2781",2781,"Майкл Гарнетт восстановился после травмы на 10 дней раньше #chelly #Майкл_Гарнетт #травма http://t.co/3tXwxsUBpl"
"2782",2782,"ЗСО назначит дату выборов губернатора Челябинской области на ближайшей сессии #chelly http://t.co/dLOuFwhfdP"
"2783",2783,"Юревич об отставке: «Назрели политические перемены» #chelly #челябинске #Юревич http://t.co/3a5yfe95vW"
"2784",2784,"В администрации губернатора и правительстве не планируют отставок #chelly #правительство #челябинске http://t.co/fpil7e8owX"
"2785",2785,"Прокуратура проведет проверку по сообщениям в СМИ о рабстве в Челябинской области #chelly #рабство #Ма... http://t.co/s02vZBuyYq"
"2786",2786,"Южноуральца будут повторно судить за убийство знакомого #chelly #убийство #Копейск http://t.co/1tFG54Outs"
"2787",2787,"В Златоусте готовятся к визиту и.о. губернатора Челябинской области #chelly #Златоуст #ЗМЗ http://t.co/LUPithIzQO"
"2788",2788,"В полпредстве УрФО прокомментировали назначение и.о. губернатора Челябинской области #chelly #губернат... http://t.co/vJLj2ihjmA"
"2789",2789,"Хоккеисты «Металлурга» вышли в плей-офф чемпионата КХЛ #chelly #Металлург #КХЛ http://t.co/t1QMPy2hid"
"2790",2790,"Родные погибшей под Ашой семьи считают причиной аварии заснеженность М5 #chelly #смерть #Аша http://t.co/1qoDXYGq9k"
"2791",2791,"Житель Миасса покончил с жизнью, перерезав себе горло #chelly #суицид #Миасс http://t.co/mwcMwPVDWP"
"2792",2792,"Смотрите сегодня на сайте 1obl.ru и ОТВ онлайн-трансляцию матча «Трактор» vs «Салават Юлаев». Болеем з... http://t.co/smXGhAMFm2"
"2793",2793,"В Чесменском районе полицейские разыскивают 164 лошади #chelly #лошадь #кража http://t.co/zArMBT7dgL"
"2794",2794,"В Кунашакском районе выясняют личность пешехода, угодившего под колеса на трассе #chelly #ДТП #авария http://t.co/CSfYZq9jMe"
"2795",2795,"Полиция выясняет причины самоубийства 13-летнего мальчика #chelly #смерть #суицид http://t.co/iwQy08KH9E"
"2796",2796,"Михаил Юревич прокомментировал свою отставку #chelly #отставка #комментарий #Михаил_Юревич http://t.co/VYkfZDw2dY"
"2797",2797,"Владимир Путин поручил и.о. губернатора обратить внимание на промышленность #chelly #промышленность #Б... http://t.co/aytQQRqK5L"
"2798",2798,"Михаил Юревич ушел в отставку по собственному желанию #chelly #отставка #Михаил_юревич http://t.co/ZxKOqTM9AF"
"2799",2799,"В мэрии Копейска не подтвердили прописку ребенка на парковке #chelly #прописка #ребенок #парковка http://t.co/t6VgnqBBLL"
"2800",2800,"В администрации Юревича опровергли слухи о его отставке #chelly #Михаил_юревич #отставка http://t.co/r4vh8KFTMm"
"2801",2801,"Челябинец мог потратить 10 триллионов рублей за счет банка #chelly #Тимур_фаткуллин #деньги #банк http://t.co/hnOoejfACh"
"2802",2802,"Школу в Копейске эвакуировали из-за обнаружения боеснаряда #chelly #эвакуация #школа #боеснаряд http://t.co/I9pe4FzSpA"
"2803",2803,"Два ВАЗа устроили лобовое столкновение в Каслинском районе: есть погибшие #chelly #авария #столкновени... http://t.co/ClSAv1g9jE"
"2804",2804,"В Челябинске перекресток не поделили Focus и Hyundai: есть пострадавшие #chelly #авария #ДТП #Курчатов... http://t.co/YJLp8mVmch"
"2805",2805,"Охраннику-самбисту грозит срок за сломанный нос покупателя #chelly #драка #супермакет http://t.co/XXb7Mr8ZDO"
"2806",2806,"В Челябинске разыскивают водителя, сбившего 13-летнего мальчика на «зебре» #chelly #розыск #ДТП http://t.co/TcyblONNVu"
"2807",2807,"Михаил Юревич изменил название экологического министерства #chelly #МинРЭБ #название http://t.co/mhRZ6U9wLV"
"2808",2808,"Сотрудники «Уралхимзащиты» пожаловались в прокуратуру на розлив серной кислоты #chelly #серная_кислота... http://t.co/TwkRRQqqDV"
"2809",2809,"Компания, сгоревшая на пожаре в Передовике, отмечала день рождения сына хозяина дома #chelly #смерть #... http://t.co/eN921n9cpU"
"2810",2810,"Чемпионы мира по боксу и кикбоксингу подарили онкобольным детям билеты на шоу «За Россию!» #chelly #он... http://t.co/0DHMRqyEyQ"
"2811",2811,"Житель Челябинска случайно стал самым богатым человеком в мире #chelly #деньги #счет http://t.co/q9rWy0E4WY"
"2812",2812,"В Челябинске из-за пожара в многоэтажке эвакуировали 20 человек #chelly #пожар #эвакуация http://t.co/EJXWVc16Fy"
"2813",2813,"На Крещение в Челябинске определены 4 места для купелей #chelly #Крещение #купель http://t.co/u86zvZX6e8"
"2814",2814,"Александр Гончаров занял четвертое место в рейтинге бизнес-омбудсменов России #chelly #рейтинг #бизнес http://t.co/YoTAzjtlLZ"
"2815",2815,"По поручению Михаила Юревича в Челябинской области упростят подключение к электросетям #chelly #Юревич... http://t.co/xfE0fq22HC"
"2816",2816,"Михаил Юревич сел в кресло первого главы Челябинской области #chelly #МихаилЮревич #ЧелябинскаяОбласть http://t.co/pmnwd4Y8lf"
"2817",2817,"В Уйском районе двое парней проткнули шины патрульного автомобиля #chelly #полиция #хулиганство http://t.co/40RyVq4Nc0"
"2818",2818,"Водитель «Лады» погиб в лобовом столкновении с Volkswagen на трассе #chelly #трасса #смерть http://t.co/NmR9gGRLZ2"
"2819",2819,"«Первый областной» проводит первый тур конкурса-викторины к 80-летию Челябинской области #chelly #конк... http://t.co/SE0Yeapmjo"
"2820",2820,"Пенсионер в Челябинске задохнулся выхлопными газами в машине #chelly #смерть #газ http://t.co/5aq9jjOEZd"
"2821",2821,"Иномарка насмерть сбила пешехода, бросившегося под колеса #chelly #ДТП #Аргаяш http://t.co/vcdKNosyqO"
"2822",2822,"16-летняя девочка повесилась во дворе своего дома #chelly #смерть #суицид http://t.co/2Ktr3goMKw"
"2823",2823,"«Трактор» на выезде упустил победу над «Нефтехимиком» #chelly #Трактор #Нефтехимик http://t.co/3u5KnYtoXU"
"2824",2824,"«Нефтехимик VS «Трактор». Текстовая трансляция для читателей 1obl.ru #chelly #Нефтехимик #Трактор http://t.co/wJkMWWxEk9"
"2825",2825,"В администрации Златоуста назначили нового замглавы по инфраструктуре #chelly #Златоуст #Андрей_Пликин http://t.co/Ma9Dy999jk"
"2826",2826,"Вратарь «Трактор» Владислав Фокин вернулся в основной состав спустя 2 месяца #chelly #Владислав_Фокин ... http://t.co/pMSTXP7209"
"2827",2827,"В день падения метеорита в Челябинске устроят «кастинг» найденных фрагментов #chelly #метеорит #кастин... http://t.co/YvaoM8eBOj"
"2828",2828,"Установлены личности 5 человек, сгоревших в частной гостинице #chelly #гостиница #пожар #личности http://t.co/7s8Q6fpWIw"
"2829",2829,"Мать повесилась после похорон 15-летнего сына, погибшего при падении с крыши #chelly #самоубийство #по... http://t.co/HK22aUJEI9"
"2830",2830,"Челябинцы признали лучшими пять маршруток #chelly #маршрутки #лучшие #знак http://t.co/uYmBtpnmfA"
"2831",2831,"Челябинские врачи спасли ребенка, проткнувшего пищевод игрушкой #chelly #врачи #ребенок #пищевод http://t.co/Ru47tARO50"
"2832",2832,"Грабитель на камеру рассказал о нападении на банки в женском обличье #chelly #грабитель #нападение #же... http://t.co/dGSQhppZZj"
"2833",2833,"Михаил Юревич уладил конфликт между главами, помешавший восстановлению водоснабжения Карталов #chelly ... http://t.co/uXUlprDGYJ"
"2834",2834,"Дом, в котором сгорели 5 человек, был гостиницей #chelly #пожар #гостиница http://t.co/CDQyKDbgOQ"
"2835",2835,"Личности погибших на пожаре в Аргаяшском районе не могут установить #chelly #смерть #пожар http://t.co/K5malo1pTY"
"2836",2836,"37 уволенных сотрудников ЗМЗ трудоустроили на обувную фабрику #chelly #ЗМЗ #трудоустройство http://t.co/D0SVlWrh9e"
"2837",2837,"Ирина Шейк расплакалась от благодарности Роналду за «Золотой мяч» #chelly #ИринаШейк #Ronaldo http://t.co/OcMq7YhKAV"
"2838",2838,"Ребенка прописали на парковке после сноса дома #chelly #прописка #ребенок http://t.co/y30E2jKowv"
"2839",2839,"В сгоревшем доме в Аргаяшском районе могли находиться 11 человек #chelly #смерть #пожар http://t.co/y8AKmgqjl7"
"2840",2840,"На пожаре в Аргаяшском районе погибли 4 человека #chelly #пожар #смерть http://t.co/v7mgrxQJuO"
"2841",2841,"Дела житейские от 11.01.2014: http://t.co/vZFQK56G1T на @YouTube"
"2842",2842,"Челябинец объявлен в международный розыск за хищение 9 миллионов по программе сноса ветхого жилья #che... http://t.co/eKw3Qznh2A"
"2843",2843,"Наезд иномарки на маму с ребенком попал на видео #chelly #ДТП #ребенок http://t.co/6G6yAaw4zo"
"2844",2844,"Челябинцы впервые составят антирейтинг ночных клубов #chelly #клуб #рейтинг http://t.co/G9r5Maw6XT"
"2845",2845,"Ребенок пострадал в детском саду, качаясь на качелях #chelly #детский_сад #травма http://t.co/wPMusUFazx"
"2846",2846,"Иномарка залетела под стоящий трамвай на площади Революции #chelly #авария #трамвай http://t.co/yAawcwHlMY"
"2847",2847,"Сайт 1obl.ru проводит конкурс-викторину к 80-летию Челябинской области #chelly #конкурс #викторина http://t.co/uwdoQprMbS"
"2848",2848,"В Челябинске охотничья собака спасла от гибели «бельчонка», оказавшегося сусликом #chelly #КаренДаллак... http://t.co/qgoeZ2KCZw"
"2849",2849,"Смотрите сегодня на сайте 1obl.ru и ОТВ онлайн-трансляцию матча «Нефтехимик» vs «Трактор». Болеем за н... http://t.co/BebIKb7n0N"
"2850",2850,"Убийца напал с канцелярским ножом на таксиста под Чебаркулем #chelly #убийство #такси http://t.co/pC1MMJPpwi"
"2851",2851,"На полицейских завели уголовное дело за составление ложных протоколов #chelly #Куса #полиция http://t.co/uF6HEO8lTK"
"2852",2852,"Первый в России круглогодичный сноупарк откроют в Челябинске #chelly #Трактор #сноупарк http://t.co/3pmJ69hfMN"
"2853",2853,"Уволенным сотрудникам ЗМЗ выплатят максимальное пособие по безработице #chelly #увольнение #ЗМЗ #безра... http://t.co/5A0K6ORLes"
"2854",2854,"Пилоты аварийно севшего в Челябинске Sukhoi Superjet 100 сработали грамотно #chelly http://t.co/BhsiPq5CPc"
"2855",2855,"В лобовой аварии под Ашой погибла семья из Уфы #chelly #авария #смерть #семья  http://t.co/51NE25MK2Q"
"2856",2856,"Челябинцам предлагают вспомнить историю празднования старого Нового года в 90-е #chelly #елка #истории http://t.co/jGexiFxf8w"
"2857",2857,"Драка охранника магазина с покупателем попала на видео #chelly #драка #магазин #видео http://t.co/WqiYK8ASsB"
"2858",2858,"В Челябинск привезут картину Рубенса, признанную подлинной год назад #chelly #картина #Рубенс #искусст... http://t.co/FLTEn6XPAt"
"2859",2859,"Давыдов посоветовал стронгменам самим решить вопрос с арендой зала #chelly #аренда #Сергей_Давыдов #Вл... http://t.co/GgZM5JKyMm"
"2860",2860,"Виногорадов: понижение устойчивости Челябинской области вызвано открытостью власти #chelly http://t.co/IZe3JWZA0n"
"2861",2861,"В Челябинской области назначен новый министр социальных отношений #chelly #Олег_Бехтерев #министр #наз... http://t.co/V8Y5pkDc1Q"
"2862",2862,"Михаил Юревич: промышленная мощь региона должна вырасти на 20% #chelly #Михаил_Юревич #промышленность ... http://t.co/Sq0PFZ9lvg"
"2863",2863,"В Минздраве области создана комиссия по выяснению причин смерти роженицы в Коркино #chelly #минздрав #... http://t.co/bKNFijbSZQ"
"2864",2864,"В лобовом столкновении «шестерки» и «Нивы» пострадал 13-летний подросток #chelly #авария #госпитализац... http://t.co/PL51AhnGQl"
"2865",2865,"«Трактор» отправился на выезд без Майкла Гарнетта и Евгения Кузнецова #chelly #Майкл_Гарнетт #Евгений_... http://t.co/BLPM53WIZ9"
"2866",2866,"Детское кресло спасло 1,5-годовалую девочку от тяжелых травм в ДТП #chelly #девочка #кресло #ДТП http://t.co/zsOiMMxNJM"
"2867",2867,"Юревич поручил минздраву бесперебойно обеспечивать онкобольных лекарствами #chelly #Михаил_Юревич #здо... http://t.co/9pv3M2QxsT"
"2868",2868,"Главврач больницы в Коркино уволилась после смерти роженицы #chelly #увольнение #больница #смерть http://t.co/a9B5w8MB54"
"2869",2869,"Организованная банда похитила с ММК металл на сумму 7,5 миллионов рублей #chelly #ММК #воровство #мета... http://t.co/Tm34duIc13"
"2870",2870,"Антитеррористическая комиссия в Челябинске будет проверять муниципальные учреждения #chelly #комиссия ... http://t.co/o7XK4jw1uG"
"2871",2871,"Водитель-бесправник получил 2 года колонии за гибель 15-летней девочки в ДТП #chelly #авария #смерть #... http://t.co/tnqsDP2C34"
"2872",2872,"Пенсионер зверски забил собутыльника напильником в Троицке #chelly #убийство #собутыльник #пенсионер http://t.co/02gD71kGEq"
"2873",2873,"В центре Челябинска появится «поющий» фонтан #chelly #фонтан #Челябинск #светомузыка http://t.co/Zewta4AQ6b"
"2874",2874,"Житель Челябинска ответит перед судом за похищение плюшевого зайчика #chelly #воровство #игрушка #зайч... http://t.co/L3aMwAQBfE"
"2875",2875,"Суд Миасса принял к рассмотрению иск Ардабьевского о его увольнении #chelly #Ардабьевский #суд #восста... http://t.co/dTUXgXEwIt"
